id,Title,Content,Excerpt,PostType,ImageURL,LocatorGender,LocatorType,_telephone,_address,LocatorCities,State,_zip,LocatorCountries,_email,_website,,
9516,Daniel Haymann –  MLL Meyerlustenberger Lachenal Froriep Ltd,"Daniel Haymann heads MLL’s cannabis practice. He specializes in corporate and commercial law as well as on regulatory matters in the cannabis industry and advises investors, start-ups and vertically integrated companies along the value chain. Prior to embarking on a second career as an attorney, Daniel gained over 12 years of experience in the trading, mining, energy and related industries based out of Switzerland, Singapore and Hong Kong, working for multinational corporations as a trader and in managerial positions. He is a member of the Zurich and Swiss Bar Associations, the European Industrial Hemp Association (EIHA) and is a co-founder of the European Chapter of the International Cannabis Bar Association (INCBA). Daniel regularly moderates panels and participates as a speaker in international cannabis conferences.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Daniel-Haymann.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+41 58 552 00 43,Schiffbaustrasse 2 | PO Box | 8031 Zurich | Switzerland,Zurich,,,Switzerland,,,,
9517,Edward Kelleher – Drummond Woodsum,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 207.253.0587,"84 Marginal Way, Suite 600 Portland, ME 04101-2480",Portland,Maine,  04101-2480,United States of America,,,,
9518,DeVaughn Ward  – Ward Law LLC,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (860) 351-3047,"255 Main Street, 5th Floor, Hartford, CT 06106",Hartford,Connecticut,6106,United States of America,,,,
9519,Beat Baumgartner – Loyens & Loeff,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,41434346700,Alfred-Escher-Strasse 50 CH 8002 Zurich Switzerland,Zurich,,,Switzerland,,,,
9520,Martin Glass – Jenner & Block,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 212 891-1672,"919 Third Avenue New York, NY 10022-3908",New York,New York,  10022-3908,United States of America,,,,
9521,Seth Goldberg – Duane Morris,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 215 979 1175,"Duane Morris LLP 30 South 17th Street Philadelphia, PA 19103-4196",Philadelphia,penslyvenia,  19103-4196,United States of America,,,,
9522,Tammie L. Snow – Law Office Of Tammie L. Snow,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 207.558.4300,"136 Commerical Street Mezzanine Level Portland, Maine 04101",Maine,Maine,4101,United States of America,,,,
9523,"Donald E. Gies, III  – Gies Law Firm","Donald E. Gies, III is an Oklahoma licensed attorney, focusing primarily on cannabis law – representing hundreds of patients, growers, processors, and dispensaries in a range of matters across the state. Donald formed Gies Law Firm in the back of a dispensary in a storage room and quickly expanded t o several attorneys with multiple office locations by parlaying his extensive experience within San Francisco Bay area medical marijuana industry and provides a unique understanding of complex issues touching cannabis law.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Donald-Gies.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist>Law Firm,+1 (405) 281-0276,"1708 N Gatewood Ave Oklahoma City, OK 73106",Oklahoma,Oklahoma,73106,United States of America,,,,
9524,Daniel Podesta – Estudio Podesta,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1  877-602-9877,Estudio Podestá Juncal 1355/1201 Montevideo 11000,Montevideo,,,United States of America,,,,
9525,Bradley Blommer – Green Light Law Group,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (541) 500-0618,"4614 South Kelly Avenue Suite 300 Portland, OR 97239",Portland,Oregon,97239,United States of America,,,,
9526,Karen Albence – Cultiva Law,Karen Albence practices in the state of California for Cultiva Law and has cases and vast experience in numerous counties all over California. She also has litigated and is licensed to practice in Hawaii.,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Karen-Albence-1.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (213) 510-7303,"700 Flower St Suite 1000 Los Angeles, CA 90071",Los Angeles,California,90071,United States of America,,,,
9527,Ian Stewart – Wilson Elser,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,,555 flower street los angeles california,Los Angeles,,,United States of America,,,,
9528,"William G. Roark – Hamburg, Rubin, Mullin, Maxwell & Lupin",,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (215) 661-0400,"375 Morris Road P.O. Box 1479 Lansdale, PA 19446",Lansdale,penslyvenia,19446,United States of America,,,,
9529,Todd A. Broski – Frantz Ward,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (216) 515-1653,"200 Public Square Suite 3000 Cleveland, OH 44114",Leverland,Ohio,44114,United States of America,,,,
9530,Stewart Muglich – Alexander Holburn,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 604 484 1778,"TD Tower  2700 – 700 West Georgia Street  Vancouver, BC  V7Y 1B8  Canada",Vancouver,, ME 04101,Canada,,,,
9531,Christopher McCabe – McCabe Law,"Chris McCabe has been practicing cannabis law in Maine since 2015. He works with clients interested or involved in medical marijuana, adult-use/recreational marijuana, and hemp.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Christopher-McCabe.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (207) 420-8420,"Portland, ME 04101, United States",Portland,Maine,4101,United States of America,,,,
9532,Tom Donovan,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 418 948-1000,dover delaware usa,Delaware,Delaware,,United States of America,,,,
9533,Scott Rozansky – Dentons,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 514 878 5866,"1 Place Ville Marie 39th Floor Montréal, Quebec H3B 4M7 Canada",Quebec,,,Canada,,,,
9534,Terence S. Dobbin – Norton Rose Fulbright Canada LLP,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 416 216 3935,"222 Bay Street, Suite 3000  Toronto  P.O. Box 53  Ontario  M5K 1E7  Canada",Toronto,,,Canada,,,,
9535,Christian Sederberg – Vicente Sederberg,,,locator,,Female,Lawyer And Medical Marijuana - Cannabis Specialist,+1 303-860-4501,"455 Sherman St. Suite 390 Denver, CO 80203",Denver,Colorado,80203,United States of America,,,,
9536,John D. Fanburg – Brach Eichler LLC,"Chair, Healthcare Law – Co-Chair, Cannabis Law",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/John-D-Fanburg.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 973-403-3107,"101 Eisenhower Parkway                                      Roseland, NJ 07068",Roseland,New Jersey,7068,United States of America,,,,
9537,Ariel Clark – Clark Howell,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,,"201 Spear Street, Ste 1100 San Francisco, CA",San Francisco,California,,United States of America,,,,
9538,Eveline Van Keymeulen – Latham & Watkins,,,locator,,Female,Lawyer And Medical Marijuana - Cannabis Specialist,33140622000,"45, rue Saint-Dominique Paris 75007 France",Paris,,,France,,,,
9539,Chris Lane – Mackrell.Solicitors,"Chris Lane is Head of Business Development and Marketing at Mackrell. Solicitors and works closely with the Partners and Sector Heads to promote the firm from our London and Birmingham office, as well as globally alongside Mackrell International.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Chris-Lane.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist>Law Firm,'+44 (0) 20 7240 0521,"Savoy Hill House, Savoy Hill, LONDON WC2R 0BU",London,,,United Kingdom,,,,
9540,Robert T Fooks –  McLeod Law,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 403 254 3699,"Centennial Place, West Tower Suite 2110, 250 – 5th Street SW Canada",West Tower,,,Canada,,,,
9541,Felipe Samaniego – CorralRosales,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,,"Robles E4-136 y Av. Amazonas. Edificio Proinco Calisto, piso 12. Quito.",Piso,,,Spain,,,,
9542,"Alexis Hartwell-Gobeske – Dynamic Law Group, PLLC",,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 206.504.3108,"3100 NW Bucklin Hill Rd.  Silverdale, WA 98383",Silverdale,Washington,98383,United States of America,,,,
9543,Dr Claudia de Lucca Mano – DLM Consult,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+55 11 3242-9877,"Av. Paulista, 2439, 11º andar – Cerqueira César – São Paulo",Paulo,,,Brazil,,,,
9544,Neil K. Juneja – Gleam law,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (206) 693-2900,"605 1st Ave. , Seattle, WA 98104",Seattle,Washington,98104,United States of America,,,,
9545,Tracy Armstrong – Wilentz,,,locator,,Female,Lawyer And Medical Marijuana - Cannabis Specialist,+1 732.855.6020,"90 Woodbridge Center Drive Suite 900 Box 10 Woodbridge, NJ  07095-0958",Woodbridge,New Jersey,   07095-0958,United States of America,,,,
9546,Chris Nyberg – Blakes,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,,"199 Bay Street, Suite 4000, Commerce Court West Toronto, Ontario M5L 1A9",Toronto,,,Canada,,,,
9547,DiPasquale & Summers,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 808-240-4771,"1003 BISHOP ST. SUITE 1260 HONOLULU, HI 96813  808.240.4771",Honolulu,Hawaii,  96813  808.240.4771,United States of America,,,,
9548,Diana Barreneche – Proyecto Cáñamo,,,locator,,Female,Lawyer And Medical Marijuana - Cannabis Specialist,,buenos aires argentina,Buenos,,,Argentina,,,,
9549,Joel Holt – Ickes Holt,"Joel A. Holt concentrates his practice in all areas related to the cannabis industry, including regulatory, business planning, information security, corporate governance, real estate, and transactions. Attorney Holt has a broad range of legal experience, including civil and commercial litigation, appellate advocacy, corporate formation and governance, securities law, commercial and residential real estate transactions, copyright and trademark, corporate transactions including asset and stock purchases, private financing transactions, and wills and trusts.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Joel-Holt-cropped.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 330 673-9500,"4301 Darrow Road, Suite 1100 Stow, OH 44224",Stow,Ohio,44224,United States of America,,,,
9550,Michael R Ross  –  Prince Lobel,"Michael P. Ross brings his experience to solving complex problems and bringing disparate parties together in his focus on commercial real estate, and strategic advice. Mike served for 14 years as a Boston City Councilor, and was President of the body from 2009 to 2010. In 2013, he entered the race for mayor, sharing a bold vision for the city’s future.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Michael-P-Ross.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 617-456-8149,"One International Place, Suite 3700 , Boston, MA 02110",Boston,Massachusetts,2110,United States of America,,,,
9551,Jennifer Fisher – Goodwin,,,locator,,Female,Lawyer And Medical Marijuana - Cannabis Specialist,+1 415 733 6116,"Three Embarcadero Center 28th floor, San Francisco, CA 94111, United States",San Francisco,California,94111,United States of America,,,,
9552,"Robert Becher – Quinn Emanuel Urquhart & Sullivan, LLP",Rob has represented both plaintiffs and defendants in high-stakes business litigation and arbitration matters for over twenty years.,,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Robert-Becher.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 213-443-3182,"865 S Figueroa St 10th Floor, Los Angeles, CA 90017",Los Angeles,California,90017,United States of America,,,,
9553,M. Allen Hopper,"Allen Hopper is an experienced litigator, consultant and policy expert with deep substantive knowledge of federal, state and local cannabis laws and regulations. Mr. Hopper advises and represents cannabis businesses seeking to navigate cannabis laws and regulations, as well as local governments and officials tasked with crafting and implementing them. His Law and Consulting Practice is based in Santa Cruz and San Jose, serving clients in Santa Cruz and Monterey Counties, the greater San Francisco Bay Area and beyond. Mr. Hopper is also Of Counsel to the RLBG Cannabis Law Firm.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/M-Allen-Hopper.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist>Law Firm,+1 415.450.5336,"331 Soquel Avenue, Suite 203 Santa Cruz, CA 95062",Santa Cruz,California,95062,United States of America,,,,
9554,Russell M. Coleman – Frost Brown Todd,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 502.779.8635,"400 W Market St # 3200, Louisville, KY 40202, United States",Louisville,Kentucky,40202,United States of America,,,,
9555,Steve Levine – Husch Blackwell,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 303.749.7265,"1801 Wewatta Street, Suite 1000 Denver, CO 80202",Denver,Colorado,80202,United States of America,,,,
9556,Eric Berlin – Dentons,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 312 876 2515,"233 South Wacker Drive Suite 5900 Chicago, IL 60606-6361 United States",Chicago,Illinois,  60606-6361,United States of America,,,,
9557,Bradley A Carlson – Carlson Law,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1  907-677-8111,"1503 W 31st Ave Suite 202F, Anchorage, AK 99503, United States",Anchorage,Alaska,99503,United States of America,,,,
9558,Stephanie Savage – Miller Martin,,,locator,,Female,Lawyer And Medical Marijuana - Cannabis Specialist,+1 423.321.1559,"Volunteer Building Suite 1200 832 Georgia Avenue Chattanooga, TN 37402-2289",Georgia,Tennessee,  37402-2289,United States of America,,,,
9559,R Lance Boldrey – Dykema,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 517-374-9162,"201 Townsend Street Suite 900 Lansing, MI 48933",lansing,Michigan,48933,United States of America,,,,
9560,Christopher Young – Young Law Office,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 (406) 551-1175,"421 W Mendenhall St Bozeman, MT 59715",Bozeman,Montana,59715,United States of America,,,,
9561,Michael Drumke – Swanson Martin & Bell,,,locator,,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 312-222-8523,"330 N. Wabash Suite 3300 Chicago, Illinois 60611",Chicago,Illinois,60611,United States of America,,,,
9562,Rod Kight – Kight on Cannabis,"Rod is a cannabis business law attorney. He represents legal cannabis businesses throughout the world and is editor and chief writer of the Kight On Cannabis law blog (www.kightoncannabis.com). Rod is the author of “Cannabis Business Law-What You Need to Know”, published by Aspatore Books in August 2015. Rod is on the advisory board for the American Journal of Endocannabinoid Medicine, for which he also writes a legal column.",,locator,https://finsecdesignpathfinder.hporx.com/wp-content/uploads/2021/12/Rod-Kight.headshot-2021.jpg,Male,Lawyer And Medical Marijuana - Cannabis Specialist,+1 828-255-9881,"84 West Walnut Street,Asheville, NC 28801 USA",Asheville,North Carolina,28801,United States of America,,,,
